,spotify_genre,track_duration_s,explicit_track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,spotify_popularity,main_artist,artist_list,song
28397,"['bebop', 'contemporary post-bop', 'cool jazz', 'hammond organ', 'hard bop', 'jazz', 'jazz blues', 'jazz funk', 'jazz organ', 'soul jazz']",,,,,,,,,,,,,,,Jimmy Smith,['Jimmy Smith'],Hobo Flats - Part I
28399,['deep free jazz'],,,,,,,,,,,,,,,The Shacklefords,['The Shacklefords'],A Stranger In Your Town
28406,['australian talent show'],,,,,,,,,,,,,,,Joey Dee,"['Joey Dee', 'the Starliters']",Hot Pastrami With Mashed Potatoes - Part I
28407,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']",,,,,,,,,,,,,,,Del Shannon,['Del Shannon'],Two Kind Of Teardrops
28411,['progressive uplifting trance'],,,,,,,,,,,,,,,Steve Allen,['Steve Allen'],Gravy Waltz
28423,,,,,,,,,,,,,,,,Cookie,"['Cookie', 'His Cupcakes']",Got You On My Mind
28427,,,,,,,,,,,,,,,,Mongo Santamaria Band,['Mongo Santamaria Band'],Watermelon Man
28433,,143.44,False,0.523,0.267,7.0,-15.121,1.0,0.0289,0.7139999999999999,0.000151,0.111,0.456,100.062,3.0,Dick and DeeDee,['Dick and DeeDee'],Young And In Love
28439,['deep northern soul'],,,,,,,,,,,,,,,"""Pookie"" Hudson","['""Pookie"" Hudson']",I Know I Know
28440,"['hammond organ', 'jazz funk', 'jazz organ', 'soul jazz']",,,,,,,,,,,,,,,Jimmy McGriff,['Jimmy McGriff'],The Last Minute (Pt. I)
28447,[],,,,,,,,,,,,,,,The Appalachians,['The Appalachians'],Bony Moronie
28450,,,,,,,,,,,,,,,,Wayne Newton,"['Wayne Newton', 'The Newton Brothers']",Heart! (I Hear You Beating)
28461,,,,,,,,,,,,,,,,The Hippies (Formerly The Tams),['The Hippies (Formerly The Tams)'],Memory Lane
28465,[],,,,,,,,,,,,,,,Mike Clifford,['Mike Clifford'],One Boy Too Late
28466,"['adult standards', 'brill building pop', 'deep adult standards', 'easy listening', 'lounge', 'vocal jazz']",,,,,,,,,,,,,,,Steve Lawrence,['Steve Lawrence'],"Don't Be Afraid, Little Darlin'"
28475,,,,,,,,,,,,,,,,Little Esther Phillips,"['Little Esther Phillips', 'Big Al Downing']",You Never Miss Your Water (Till The Well Runs Dry)
28477,"['adult standards', 'brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",,,,,,,,,,,,,,,The Belmonts,['The Belmonts'],Ann-Marie
28478,"['adult standards', 'easy listening', 'exotica', 'lounge']",,,,,,,,,,,,,,,Ferrante,"['Ferrante', 'Teicher']",Theme From Lawrence Of Arabia
28486,"['adult standards', 'brill building pop']",,,,,,,,,,,,,,,Brenda Lee,['Brenda Lee'],He's So Heavenly
28487,"['hammond organ', 'jazz organ']",,,,,,,,,,,,,,,"Dave ""Baby"" Cortez","['Dave ""Baby"" Cortez']",Hot Cakes! 1st Serving
28488,,,,,,,,,,,,,,,,Charlie Russo,['Charlie Russo'],Preacherman
28490,,,,,,,,,,,,,,,,Boots Randolph and his Combo,['Boots Randolph and his Combo'],Yakety Sax
28495,,,,,,,,,,,,,,,,Rick Nelson,['Rick Nelson'],I Got A Woman
28496,,,,,,,,,,,,,,,,George McCurn,['George McCurn'],I'm Just A Country Boy
28497,,,,,,,,,,,,,,,,Rick Nelson,['Rick Nelson'],You Don't Love Me Anymore (And I Can Tell)
28499,['deep motown'],,,,,,,,,,,,,,,Paul Petersen,['Paul Petersen'],Amy
28500,,,,,,,,,,,,,,,,Johnny Beecher and his Buckingham Road Quintet,['Johnny Beecher and his Buckingham Road Quintet'],Sax Fifth Avenue
28505,,,,,,,,,,,,,,,,Joe Harnell,"['Joe Harnell', 'His Orchestra']",Diane
28508,['brill building pop'],,,,,,,,,,,,,,,Bob B. Soxx,"['Bob B. Soxx', 'The Blue Jeans']",Why Do Lovers Break Each Other's Heart?
28509,,,,,,,,,,,,,,,,Elvis Presley,"['Elvis Presley', 'The Mello Men']",One Broken Heart For Sale
28511,[],,,,,,,,,,,,,,,Arthur Lyman Group,['Arthur Lyman Group'],Love For Sale
28512,,,,,,,,,,,,,,,,Ray Charles and his Orchestra,['Ray Charles and his Orchestra'],Don't Set Me Free
28513,"['bebop', 'contemporary post-bop', 'cool jazz', 'hammond organ', 'hard bop', 'jazz', 'jazz blues', 'jazz funk', 'jazz organ', 'soul jazz']",,,,,,,,,,,,,,,Jimmy Smith,['Jimmy Smith'],"Back At The Chicken Shack, Part 1"
28517,[],,,,,,,,,,,,,,,The Shepherd Sisters,['The Shepherd Sisters'],Don't Mention My Name
28528,,,,,,,,,,,,,,,,Rick Nelson,['Rick Nelson'],That's All
28529,,,,,,,,,,,,,,,,The Valentinos (The Lovers),['The Valentinos (The Lovers)'],I'll Make It Alright
28534,,,,,,,,,,,,,,,,Rick Nelson,['Rick Nelson'],I'm In Love Again
28537,,,,,,,,,,,,,,,,Herb Alpert's Tijuana Brass,"[""Herb Alpert's Tijuana Brass""]",Marching Thru Madrid
28541,,,,,,,,,,,,,,,,Joe Harnell,"['Joe Harnell', 'His Orchestra']",Fly Me To The Moon - Bossa Nova
28548,['adult standards'],,,,,,,,,,,,,,,Nat King Cole,['Nat King Cole'],Nothing Goes Up (Without Coming Down)
28550,['classic psychedelic rock'],,,,,,,,,,,,,,,Bobby Callender,['Bobby Callender'],Little Star
28555,,,,,,,,,,,,,,,,Elvis Presley,"['Elvis Presley', 'The Mello Men']",They Remind Me Too Much Of You
28557,['surf music'],,,,,,,,,,,,,,,The Tornadoes,['The Tornadoes'],Ridin' The Wind
28558,"['bebop', 'contemporary post-bop', 'cool jazz', 'jazz', 'jazz quartet']",,,,,,,,,,,,,,,The Dave Brubeck Quartet,['The Dave Brubeck Quartet'],Bossa Nova U.S.A.
28563,[],,,,,,,,,,,,,,,Richard Chamberlain,['Richard Chamberlain'],"Hi-Lili, Hi-Lo"
28564,,,,,,,,,,,,,,,,The Matys Bros.,['The Matys Bros.'],Who Stole The Keeshka?
28565,,,,,,,,,,,,,,,,Ray Charles and his Orchestra,['Ray Charles and his Orchestra'],The Brightest Smile In Town
28573,,,,,,,,,,,,,,,,Little Esther Phillips,['Little Esther Phillips'],I Really Don't Want To Know
28576,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']",,,,,,,,,,,,,,,Pat Boone,['Pat Boone'],Meditation (Meditacao)
28583,,,,,,,,,,,,,,,,Rick Nelson,['Rick Nelson'],It's Up To You
28585,[],,,,,,,,,,,,,,,Sandy Stewart,['Sandy Stewart'],My Coloring Book
28588,"['adult standards', 'brill building pop']",,,,,,,,,,,,,,,Brenda Lee,['Brenda Lee'],She'll Never Know
28591,,,,,,,,,,,,,,,,Bent Fabric and His Piano,['Bent Fabric and His Piano'],Chicken Feed
28592,[],,,,,,,,,,,,,,,George Maharis,['George Maharis'],Don't Fence Me In
28595,['early us punk'],,,,,,,,,,,,,,,The Alley Cats,['The Alley Cats'],"Puddin N' Tain (Ask Me Again, I'll Tell You The Same)"
28597,[],,,,,,,,,,,,,,,Kitty Kallen,['Kitty Kallen'],My Coloring Book
28606,"['adult standards', 'easy listening', 'lounge']",,,,,,,,,,,,,,,Dean Martin,['Dean Martin'],"From The Bottom Of My Heart (Dammi, Dammi, Dammi)"
28607,[],,,,,,,,,,,,,,,Mr. Acker Bilk,['Mr. Acker Bilk'],Only You (And You Alone)
28613,[],,,,,,,,,,,,,,,Baby Jane,"['Baby Jane', 'The Rockabyes']",How Much Is That Doggie In The Window
28615,[],,,,,,,,,,,,,,,Mike Clifford,['Mike Clifford'],What To Do With Laurie
28618,[],,,,,,,,,,,,,,,The Furys,['The Furys'],Zing! Went The Strings Of My Heart
28620,"['hammond organ', 'jazz funk', 'jazz organ', 'soul jazz']",,,,,,,,,,,,,,,Jimmy McGriff,['Jimmy McGriff'],M.G. Blues
28621,['australian talent show'],,,,,,,,,,,,,,,Joey Dee,['Joey Dee'],"Baby, You're Driving Me Crazy"
28626,['brill building pop'],,,,,,,,,,,,,,,Bob B. Soxx,"['Bob B. Soxx', 'The Blue Jeans']",Zip-A-Dee Doo-Dah
28630,,,,,,,,,,,,,,,,Rick Nelson,['Rick Nelson'],I Need You
28636,[],,,,,,,,,,,,,,,Les Cooper and the Soul Rockers,['Les Cooper and the Soul Rockers'],Wiggle Wobble
28637,,,,,,,,,,,,,,,,Elvis Presley,"['Elvis Presley', 'The Jordanaires']",Return To Sender
28647,,,,,,,,,,,,,,,,Herb Alpert,"['Herb Alpert', 'Tijuana Brass']",The Lonely Bull (El Solo Torro)
28652,"['alternative hip hop', 'detroit hip hop', 'escape room', 'hip hop', 'rap', 'southern hip hop', 'underground hip hop']",,,,,,,,,,,,,,,Danny,"['Danny', 'The Juniors']",Oo-La-La-Limbo
28659,[],,,,,,,,,,,,,,,Duane Eddy and the Rebelettes,['Duane Eddy and the Rebelettes'],(Dance With The) Guitar Man
28666,,,,,,,,,,,,,,,,Roosevelt Fountain,"['Roosevelt Fountain', 'Pens Of Rhythm']",Red Pepper I
28667,,,,,,,,,,,,,,,,"Bobby ""Boris"" Pickett","['Bobby ""Boris"" Pickett', 'The Crypt-Kickers']",Monsters' Holiday
28669,"['adult standards', 'classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']",,,,,,,,,,,,,,,Ray Charles,['Ray Charles'],Your Cheating Heart
28670,,,,,,,,,,,,,,,,Stan Getz/Charlie Byrd,['Stan Getz/Charlie Byrd'],Desafinado
28683,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']",,,,,,,,,,,,,,,Brian Hyland,['Brian Hyland'],I May Not Live To See Tomorrow
28685,"['appalachian folk', 'country rock', 'folk', 'old-time', 'traditional country', 'traditional folk', 'yodeling']",,,,,,,,,,,,,,,Jimmie Rodgers,['Jimmie Rodgers'],Rainbow At Midnight
28686,['nashville sound'],,,,,,,,,,,,,,,Jimmy Dean,['Jimmy Dean'],Gonna Raise A Rukus Tonight
28689,"['big band', 'easy listening', 'exotica', 'lounge', 'swing']",,,,,,,,,,,,,,,Ray Anthony,['Ray Anthony'],Let Me Entertain You
28691,,,,,,,,,,,,,,,,The Harry Simeone Chorale,['The Harry Simeone Chorale'],The Little Drummer Boy
28692,,,,,,,,,,,,,,,,David Seville,"['David Seville', 'The Chipmunks']",The Chipmunk Song (Christmas Don't Be Late)
28696,,,,,,,,,,,,,,,,David Seville,"['David Seville', 'The Chipmunks']",Rudolph The Red Nosed Reindeer
28701,"['adult standards', 'brill building pop', 'bubblegum pop', 'deep adult standards', 'doo-wop', 'merseybeat', 'rock-and-roll', 'rockabilly']",,,,,,,,,,,,,,,Bobby Rydell,['Bobby Rydell'],The Cha-Cha-Cha
28703,[],,,,,,,,,,,,,,,The Majors,['The Majors'],A Little Bit Now (A Little Bit Later)
28704,"['adult standards', 'brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",,,,,,,,,,,,,,,The Belmonts,['The Belmonts'],Diddle-Dee-Dum (What Happens When Your Love Has Gone)
28706,[],,,,,,,,,,,,,,,The Majors,['The Majors'],She's A Troublemaker
28707,,162.04,False,0.51,0.41,8.0,-12.257,1.0,0.0469,0.5869999999999999,0.0143,0.506,0.82,120.779,12.0,David Seville,"['David Seville', 'The Chipmunks']",Alvin's Harmonica
28709,,,,,,,,,,,,,,,,Bobby Rydell/Chubby Checker,['Bobby Rydell/Chubby Checker'],Jingle Bell Rock
28712,"['nashville sound', 'traditional country', 'yodeling']",,,,,,,,,,,,,,,Eddy Arnold,['Eddy Arnold'],Does He Mean That Much To You?
28718,['australian talent show'],,,,,,,,,,,,,,,Joey Dee,['Joey Dee'],I Lost My Baby
28720,"['afrobeat', 'afropop', 'highlife']",,,,,,,,,,,,,,,Pat Thomas,['Pat Thomas'],Desafinado (Slightly Out Of Tune)
28722,[],,,,,,,,,,,,,,,Mr. Acker Bilk,['Mr. Acker Bilk'],Limelight
28728,"['hammond organ', 'jazz funk', 'jazz organ', 'soul jazz']",,,,,,,,,,,,,,,Jimmy McGriff,['Jimmy McGriff'],I've Got A Woman (Part I)
28729,"['big band', 'cool jazz', 'swing']",,,,,,,,,,,,,,,Stan Kenton,['Stan Kenton'],Mama Sang A Song
28731,,,,,,,,,,,,,,,,Roy Orbison,['Roy Orbison'],L̩ah
28732,['traditional country'],,,,,,,,,,,,,,,Walter Brennan,['Walter Brennan'],Mama Sang A Song
28737,"['classic soul', 'motown', 'northern soul', 'rhythm and blues', 'southern soul']",,,,,,,,,,,,,,,Chuck Jackson,['Chuck Jackson'],Getting Ready For The Heartbreak
28738,"['easy listening', 'lounge', 'polka']",,,,,,,,,,,,,,,Lawrence Welk,['Lawrence Welk'],Zero-Zero
28746,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'rock', 'rock-and-roll', 'rockabilly', 'soft rock']",,,,,,,,,,,,,,,Roy Orbison,['Roy Orbison'],Workin' For The Man
28750,['southern soul'],,,,,,,,,,,,,,,Arthur Alexander,['Arthur Alexander'],Anna (Go To Him)
28753,[],,,,,,,,,,,,,,,Dean Christie,['Dean Christie'],Heart Breaker
28757,[],,,,,,,,,,,,,,,Ketty Lester,['Ketty Lester'],This Land Is Your Land
28764,,,,,,,,,,,,,,,,Bent Fabric and His Piano,['Bent Fabric and His Piano'],Alley Cat
28765,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']",,,,,,,,,,,,,,,Connie Francis,['Connie Francis'],He Thinks I Still Care
28769,"['hammond organ', 'jazz organ']",,,,,,,,,,,,,,,"Dave ""Baby"" Cortez","['Dave ""Baby"" Cortez']",Happy Weekend
28770,"['avant-garde jazz', 'bebop', 'big band', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'free jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz fusion', 'jazz saxophone', 'soul jazz', 'vocal jazz']",,,,,,,,,,,,,,,Joe Henderson,['Joe Henderson'],The Searching Is Over
28780,[],,,,,,,,,,,,,,,Bunker Hill,['Bunker Hill'],"Hide & Go Seek, Part I"
28781,"['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",,,,,,,,,,,,,,,The Isley Brothers,['The Isley Brothers'],Twistin' With Linda
28782,[],,,,,,,,,,,,,,,David Thorne,['David Thorne'],The Alley Cat Song
28798,['motown'],,,,,,,,,,,,,,,Bob,"['Bob', 'Earl']",Don't Ever Leave Me
28801,['brill building pop'],,,,,,,,,,,,,,,Linda Scott,['Linda Scott'],I Left My Heart In The Balcony
28804,"['a cappella', 'viral pop']",,,,,,,,,,,,,,,Peter,"['Peter', ' Paul', 'Mary']",If I Had A Hammer (The Hammer Song)
28805,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']",,,,,,,,,,,,,,,Pat Boone,['Pat Boone'],Ten Lonely Guys
28806,,,,,,,,,,,,,,,,Elvis Presley,"['Elvis Presley', 'The Jordanaires']",King Of The Whole Wide World
28808,['chicago soul'],,,,,,,,,,,,,,,The Radiants,['The Radiants'],Father Knows Best
28817,"['adult standards', 'brill building pop']",,,,,,,,,,,,,,,Brenda Lee,['Brenda Lee'],Save All Your Lovin' For Me
28819,"['bubblegum pop', 'comic', 'country rock', 'novelty']",,,,,,,,,,,,,,,Ray Stevens,['Ray Stevens'],Further More
28820,,,,,,,,,,,,,,,,Elvis Presley,"['Elvis Presley', 'The Jordanaires']",Where Do You Come From
28822,,,,,,,,,,,,,,,,Rick Nelson,['Rick Nelson'],Teen Age Idol
28824,"['brill building pop', 'classic girl group', 'classic soul', 'motown', 'quiet storm', 'rhythm and blues', 'soul', 'southern soul']",,,,,,,,,,,,,,,The Marvelettes,['The Marvelettes'],Beechwood 4-5789
28828,,,,,,,,,,,,,,,,Martin Denny and His Orchestra,['Martin Denny and His Orchestra'],A Taste Of Honey
28830,['brill building pop'],,,,,,,,,,,,,,,Joanie Sommers,['Joanie Sommers'],When The Boys Get Together
28838,,,,,,,,,,,,,,,,The Jive Five,"['The Jive Five', 'Eugene Pitts']",What Time Is It?
28842,[],,,,,,,,,,,,,,,Ketty Lester,['Ketty Lester'],You Can't Lie To A Liar
28843,['adult standards'],,,,,,,,,,,,,,,James Darren,['James Darren'],Hail To The Conquering Hero
28844,[],,,,,,,,,,,,,,,Jerry Reed,"['Jerry Reed', 'The Hully Girlies']",Hully Gully Guitar
28846,,,,,,,,,,,,,,,,Elvis Presley,"['Elvis Presley', 'The Jordanaires']",She's Not You
28851,,,,,,,,,,,,,,,,Billy Vaughn,"['Billy Vaughn', 'His Orchestra']",A Swingin' Safari
28857,[],,,,,,,,,,,,,,,Florraine Darlin,['Florraine Darlin'],Long As The Rose Is Red
28860,['doo-wop'],,,,,,,,,,,,,,,The Rivingtons,['The Rivingtons'],Papa-Oom-Mow-Mow
28861,"['motown', 'soul']",,,,,,,,,,,,,,,James Brown,"['James Brown', 'The Famous Flames']",Mashed Potatoes U.S.A.
28864,"['adult standards', 'brill building pop', 'deep adult standards', 'easy listening', 'lounge', 'vocal jazz']",,,,,,,,,,,,,,,Patti Page,['Patti Page'],The Boys' Night Out
28872,,,,,,,,,,,,,,,,Bobby Vee and The Crickets,['Bobby Vee and The Crickets'],Someday (When I'm Gone From You)
28877,['deep adult standards'],,,,,,,,,,,,,,,Connie Stevens,['Connie Stevens'],Mr. Songwriter
28880,,,,,,,,,,,,,,,,Bob Braun,['Bob Braun'],Till Death Do Us Part
28888,"['adult standards', 'american folk revival']",,,,,,,,,,,,,,,Burl Ives,['Burl Ives'],Call Me Mr. In-Between
28889,"['rock-and-roll', 'rockabilly', 'surf music']",,,,,,,,,,,,,,,The Ventures,['The Ventures'],Lolita Ya-Ya
28890,,,,,,,,,,,,,,,,Dick Roman,['Dick Roman'],(Theme from) A Summer Place
28891,[],,,,,,,,,,,,,,,King Curtis,"['King Curtis', 'The Noble Knights']",Beach Party
28892,['neo-traditional bluegrass'],,,,,,,,,,,,,,,The Wanderers,['The Wanderers'],There Is No Greater Love
28900,,,,,,,,,,,,,,,,Elvis Presley,"['Elvis Presley', 'The Jordanaires']",Just Tell Her Jim Said Hello
28905,[],,,,,,,,,,,,,,,Al Casey Combo,['Al Casey Combo'],Jivin' Around
28911,[],,,,,,,,,,,,,,,David Rose and His Orchestra,['David Rose and His Orchestra'],The Stripper
28918,[],,,,,,,,,,,,,,,The Victor Feldman Quartet,['The Victor Feldman Quartet'],A Taste Of Honey
28927,"['adult standards', 'brill building pop', 'canadian pop', 'easy listening', 'lounge', 'rock-and-roll']",,,,,,,,,,,,,,,Paul Anka,['Paul Anka'],I'm Coming Home
28928,,,,,,,,,,,,,,,,Dave York and The Beachcombers,['Dave York and The Beachcombers'],Beach Party
28929,,,,,,,,,,,,,,,,Valjean on Piano,['Valjean on Piano'],Till There Was You
28933,"['adult standards', 'brill building pop']",,,,,,,,,,,,,,,Brenda Lee,['Brenda Lee'],It Started All Over Again
28939,[],,,,,,,,,,,,,,,Mr. Acker Bilk,['Mr. Acker Bilk'],Above The Stars
28941,['adult standards'],,,,,,,,,,,,,,,James Darren,['James Darren'],Mary's Little Lamb
28942,"['country rock', 'outlaw country']",,,,,,,,,,,,,,,The Highwaymen,['The Highwaymen'],The Bird Man
28945,,,,,,,,,,,,,,,,Dr. Feelgood,"['Dr. Feelgood', 'The Interns']",Right String But The Wrong Yo-Yo
28949,[],,,,,,,,,,,,,,,Vincent Edwards,['Vincent Edwards'],Don't Worry 'Bout Me
28950,"['doo-wop', 'rhythm and blues']",,,,,,,,,,,,,,,The Capris,['The Capris'],Limbo
28951,,,,,,,,,,,,,,,,Carroll Bros.,['Carroll Bros.'],Sweet Georgia Brown
28954,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'merseybeat', 'nashville sound', 'rock-and-roll', 'rockabilly']",,,,,,,,,,,,,,,Johnny Tillotson,['Johnny Tillotson'],It Keeps Right On A-Hurtin'
28958,['brill building pop'],,,,,,,,,,,,,,,Linda Scott,['Linda Scott'],Never In A Million Years
28959,[],,,,,,,,,,,,,,,Vince Edwards,['Vince Edwards'],Why Did You Leave Me?
28961,[],,,,,,,,,,,,,,,Ike Clanton,['Ike Clanton'],Sugar Plum
28963,[],,,,,,,,,,,,,,,Jimmy Norman,['Jimmy Norman'],I Don't Love You No More (I Don't Care About You)
28966,,,,,,,,,,,,,,,,Jimmy Smith,"['Jimmy Smith', 'The Big Band']",Walk On The Wild Side (Part 1)
28972,,,,,,,,,,,,,,,,Little Jo Ann,['Little Jo Ann'],My Daddy Is President
28976,"['doo-wop', 'sunshine pop']",,,,,,,,,,,,,,,The Tokens,['The Tokens'],La Bomba
28977,[],,,,,,,,,,,,,,,The Lafayettes,['The Lafayettes'],Life's Too Short
28978,[],,,,,,,,,,,,,,,Henry Mancini,"['Henry Mancini', 'His Orchestra']","Theme From ""Hatari!"""
28979,['rock-and-roll'],,,,,,,,,,,,,,,Bruce Channel,['Bruce Channel'],Come On Baby
28980,['traditional country'],,,,,,,,,,,,,,,Walter Brennan,['Walter Brennan'],Houdini
28984,"['easy listening', 'honky-tonk piano', 'lounge', 'nashville sound']",,,,,,,,,,,,,,,Floyd Cramer,['Floyd Cramer'],Hot Pepper
28985,"['motown', 'soul']",,,,,,,,,,,,,,,James Brown,"['James Brown', 'The Famous Flames']",Shout And Shimmy
28990,[],,,,,,,,,,,,,,,Jerry Reed,"['Jerry Reed', 'The Hully Girlies']","Goodnight, Irene"
29001,['novelty'],,,,,,,,,,,,,,,The Playmates,['The Playmates'],Keep Your Hands In Your Pockets
29002,[],,,,,,,,,,,,,,,Bobby Gregg and His Friends,['Bobby Gregg and His Friends'],Potato Peeler
29010,,,,,,,,,,,,,,,,Valjean on Piano,['Valjean on Piano'],Theme From Ben Casey
29011,,,,,,,,,,,,,,,,Mickey Shorr and The Cutups,['Mickey Shorr and The Cutups'],Dr. Ben Basey
29013,['deep adult standards'],,,,,,,,,,,,,,,Connie Stevens,['Connie Stevens'],Why'd You Wanna Make Me Cry
29014,,,,,,,,,,,,,,,,Nathaniel Mayer,"['Nathaniel Mayer', 'The Fabulous Twilights']",Village Of Love
29015,['deep motown'],,,,,,,,,,,,,,,Paul Petersen,['Paul Petersen'],Keep Your Love Locked (Deep In Your Heart)
29017,['southern soul'],,,,,,,,,,,,,,,Arthur Alexander,['Arthur Alexander'],Where Have You Been (All My Life)
29038,,,,,,,,,,,,,,,,The Miniature Men,['The Miniature Men'],Baby Elephant Walk
29039,"['jazz blues', 'jump blues', 'rhythm and blues', 'rock-and-roll', 'soul', 'southern soul']",,,,,,,,,,,,,,,Ruth Brown,['Ruth Brown'],Shake A Hand
29051,,,,,,,,,,,,,,,,Dr. Feelgood,"['Dr. Feelgood', 'The Interns']",Doctor Feel-Good
29055,[],,,,,,,,,,,,,,,Ray,"['Ray', 'Bob']",Air Travel
29060,,,,,,,,,,,,,,,,Dick and DeeDee,['Dick and DeeDee'],Tell Me
29062,"['adult standards', 'brill building pop', 'easy listening', 'vocal jazz']",,,,,,,,,,,,,,,Perry Como,['Perry Como'],Caterina
29069,['nashville sound'],,,,,,,,,,,,,,,Jimmy Dean,['Jimmy Dean'],P.T. 109
29071,,,,,,,,,,,,,,,,Elvis Presley,"['Elvis Presley', 'The Jordanaires']",Good Luck Charm
29073,['brill building pop'],,,,,,,,,,,,,,,Linda Scott,['Linda Scott'],Count Every Star
29074,['rock-and-roll'],,,,,,,,,,,,,,,Bruce Channel,['Bruce Channel'],Number One Man
29075,['australian talent show'],,,,,,,,,,,,,,,Joey Dee,"['Joey Dee', 'the Starliters']",Shout - Part I
29078,,,,,,,,,,,,,,,,Yvonne Baker and the Sensations,['Yvonne Baker and the Sensations'],That's My Desire
29084,,292.026,False,0.5889999999999999,0.5859999999999999,9.0,-9.62,1.0,0.0293,0.000334,0.0,0.381,0.657,116.034,6.0,Chubby Checker (with Dee Dee Sharp),['Chubby Checker (with Dee Dee Sharp)'],Slow Twistin'
29087,"['adult standards', 'brill building pop', 'chicago soul', 'classic soul', 'motown', 'quiet storm', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']",,,,,,,,,,,,,,,Jackie Wilson,['Jackie Wilson'],Hearts
29088,[],,,,,,,,,,,,,,,The Corsairs,"['The Corsairs', 'Jay ""Bird"" Uzzell']",I'll Take You Home
29090,"['cowboy western', 'nashville sound']",,,,,,,,,,,,,,,Marty Robbins,['Marty Robbins'],Love Can't Wait
29091,,,,,,,,,,,,,,,,Rick Nelson,['Rick Nelson'],Young World
29098,,,,,,,,,,,,,,,,Ray Charles and his Orchestra,['Ray Charles and his Orchestra'],Hide 'Nor Hair
29100,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'motown', 'rock-and-roll', 'rockabilly', 'soul', 'swing', 'vocal jazz']",,,,,,,,,,,,,,,Bobby Darin,['Bobby Darin'],What'd I Say (Part 1)
